zone_tIn_1,zone_tIn_2,zone_tIn_3,zone_tIn_4,zone_tIn_5,zone_tIn_6,zone_tIn_7,zone_tIn_8,zone_tIn_9,zone_tIn_10
17.95,15.86,13.58,11.17,27.44,13.52,23.87,17.17,25.13,23.21
